,Content,Sentiment,Label,caseFold,PuncRev,review_token,stopwords_removal,stemming
1786,"Aduhh hari ini tgl 26 OKT 2023 pukul 16.01 wib untuk transfer ke rek BCA diMobile banking status nya setelah proses transfer info nya masih dalam ""PROSES"" tidak masuk ke REK BCA nya...dan Saldo sudah terpotong, mohon dibantu...",negatif,-1,"aduhh hari ini tgl 26 okt 2023 pukul 16.01 wib untuk transfer ke rek bca dimobile banking status nya setelah proses transfer info nya masih dalam ""proses"" tidak masuk ke rek bca nya...dan saldo sudah terpotong, mohon dibantu...",aduhh hari ini tgl   okt   pukul   wib untuk transfer ke rek bca dimobile banking status nya setelah proses transfer info nya masih dalam  proses  tidak masuk ke rek bca nya dan saldo sudah terpotong  mohon dibantu ,"['aduhh', 'hari', 'ini', 'tgl', 'okt', 'pukul', 'wib', 'untuk', 'transfer', 'ke', 'rek', 'bca', 'dimobile', 'banking', 'status', 'nya', 'setelah', 'proses', 'transfer', 'info', 'nya', 'masih', 'dalam', 'proses', 'tidak', 'masuk', 'ke', 'rek', 'bca', 'nya', 'dan', 'saldo', 'sudah', 'terpotong', 'mohon', 'dibantu']","['aduhh', 'tgl', 'okt', 'wib', 'transfer', 'rek', 'bca', 'dimobile', 'banking', 'status', 'nya', 'proses', 'transfer', 'info', 'nya', 'proses', 'masuk', 'rek', 'bca', 'nya', 'saldo', 'terpotong', 'mohon', 'dibantu']","['aduhh', 'tgl', 'okt', 'wib', 'transfer', 'rek', 'bca', 'dimobile', 'banking', 'status', 'nya', 'proses', 'transfer', 'info', 'nya', 'proses', 'masuk', 'rek', 'bca', 'nya', 'saldo', 'potong', 'mohon', 'bantu']"
1787,terburuk sih dari semua layanan M Banking,negatif,-1,terburuk sih dari semua layanan m banking,terburuk sih dari semua layanan m banking,"['terburuk', 'sih', 'dari', 'semua', 'layanan', 'm', 'banking']","['terburuk', 'sih', 'layanan', 'm', 'banking']","['buruk', 'sih', 'layan', 'm', 'banking']"
1788,Sangat berguna... Sangat bermanfaat... Sangat membantu... TERIMA KASIH OCTO Mobile,positif,1,sangat berguna... sangat bermanfaat... sangat membantu... terima kasih octo mobile,sangat berguna  sangat bermanfaat  sangat membantu  terima kasih octo mobile,"['sangat', 'berguna', 'sangat', 'bermanfaat', 'sangat', 'membantu', 'terima', 'kasih', 'octo', 'mobile']","['berguna', 'bermanfaat', 'membantu', 'terima', 'kasih', 'octo', 'mobile']","['guna', 'manfaat', 'bantu', 'terima', 'kasih', 'octo', 'mobile']"
1789,Customer service lu makan gajih buta.... telpon customer service malah makan pulsa doang..di proses/di bantu kaga malah kesana kemari lawak,negatif,-1,customer service lu makan gajih buta.... telpon customer service malah makan pulsa doang..di proses/di bantu kaga malah kesana kemari lawak,customer service lu makan gajih buta  telpon customer service malah makan pulsa doang di proses di bantu kaga malah kesana kemari lawak,"['customer', 'service', 'lu', 'makan', 'gajih', 'buta', 'telpon', 'customer', 'service', 'malah', 'makan', 'pulsa', 'doang', 'di', 'proses', 'di', 'bantu', 'kaga', 'malah', 'kesana', 'kemari', 'lawak']","['customer', 'service', 'lu', 'makan', 'gajih', 'buta', 'telpon', 'customer', 'service', 'makan', 'pulsa', 'doang', 'proses', 'bantu', 'kaga', 'kesana', 'kemari', 'lawak']","['customer', 'service', 'lu', 'makan', 'gajih', 'buta', 'telpon', 'customer', 'service', 'makan', 'pulsa', 'doang', 'proses', 'bantu', 'kaga', 'kesana', 'kemari', 'lawak']"
1790,Sangat memudahkan dan ekonomis,positif,1,sangat memudahkan dan ekonomis,sangat memudahkan dan ekonomis,"['sangat', 'memudahkan', 'dan', 'ekonomis']","['memudahkan', 'ekonomis']","['mudah', 'ekonomis']"
1791,Aplikasi sering error. Hari ini 26 Oktober 2023 hendak traansfer tidak tertera nama orang yang akan dikirim. Hanya tertera Banknya saja. Call center CIMB Niaga tidak berfungsi dg baik. Sulit dihubungi.,negatif,-1,aplikasi sering error. hari ini 26 oktober 2023 hendak traansfer tidak tertera nama orang yang akan dikirim. hanya tertera banknya saja. call center cimb niaga tidak berfungsi dg baik. sulit dihubungi.,aplikasi sering error  hari ini   oktober   hendak traansfer tidak tertera nama orang yang akan dikirim  hanya tertera banknya saja  call center cimb niaga tidak berfungsi dg baik  sulit dihubungi ,"['aplikasi', 'sering', 'error', 'hari', 'ini', 'oktober', 'hendak', 'traansfer', 'tidak', 'tertera', 'nama', 'orang', 'yang', 'akan', 'dikirim', 'hanya', 'tertera', 'banknya', 'saja', 'call', 'center', 'cimb', 'niaga', 'tidak', 'berfungsi', 'dg', 'baik', 'sulit', 'dihubungi']","['aplikasi', 'error', 'oktober', 'traansfer', 'tertera', 'nama', 'orang', 'dikirim', 'tertera', 'banknya', 'call', 'center', 'cimb', 'niaga', 'berfungsi', 'dg', 'sulit', 'dihubungi']","['aplikasi', 'error', 'oktober', 'traansfer', 'tera', 'nama', 'orang', 'kirim', 'tera', 'bank', 'call', 'center', 'cimb', 'niaga', 'fungsi', 'dg', 'sulit', 'hubung']"
1792,Alhamdulillah. Sangat sangat membantu.,positif,1,alhamdulillah. sangat sangat membantu.,alhamdulillah  sangat sangat membantu ,"['alhamdulillah', 'sangat', 'sangat', 'membantu']","['alhamdulillah', 'membantu']","['alhamdulillah', 'bantu']"
1793,Aplikasi yang keren,positif,1,aplikasi yang keren,aplikasi yang keren,"['aplikasi', 'yang', 'keren']","['aplikasi', 'keren']","['aplikasi', 'keren']"
1794,"Banyak fiturnya dan lengkap ,cepat buat transaksi2, terima kasih",positif,1,"banyak fiturnya dan lengkap ,cepat buat transaksi2, terima kasih",banyak fiturnya dan lengkap  cepat buat transaksi  terima kasih,"['banyak', 'fiturnya', 'dan', 'lengkap', 'cepat', 'buat', 'transaksi', 'terima', 'kasih']","['fiturnya', 'lengkap', 'cepat', 'transaksi', 'terima', 'kasih']","['fiturnya', 'lengkap', 'cepat', 'transaksi', 'terima', 'kasih']"
1795,memuaskan,positif,1,memuaskan,memuaskan,['memuaskan'],['memuaskan'],['muas']
1796,"Gak jelas aplikasi octomobile yg sekarang, bukan nya ngebantu malah nambah nyusahin. Hp lancar gak ada masalah malah suka keluar sendiri",negatif,-1,"gak jelas aplikasi octomobile yg sekarang, bukan nya ngebantu malah nambah nyusahin. hp lancar gak ada masalah malah suka keluar sendiri",gak jelas aplikasi octomobile yg sekarang  bukan nya ngebantu malah nambah nyusahin  hp lancar gak ada masalah malah suka keluar sendiri,"['gak', 'jelas', 'aplikasi', 'octomobile', 'yg', 'sekarang', 'bukan', 'nya', 'ngebantu', 'malah', 'nambah', 'nyusahin', 'hp', 'lancar', 'gak', 'ada', 'masalah', 'malah', 'suka', 'keluar', 'sendiri']","['gak', 'aplikasi', 'octomobile', 'yg', 'nya', 'ngebantu', 'nambah', 'nyusahin', 'hp', 'lancar', 'gak', 'suka']","['gak', 'aplikasi', 'octomobile', 'yg', 'nya', 'ngebantu', 'nambah', 'nyusahin', 'hp', 'lancar', 'gak', 'suka']"
1797,memudahkan sekali cukup dalam genggam bisa melakukan apa saja dengan dunia digital. terima kasih Octo Mobile,positif,1,memudahkan sekali cukup dalam genggam bisa melakukan apa saja dengan dunia digital. terima kasih octo mobile,memudahkan sekali cukup dalam genggam bisa melakukan apa saja dengan dunia digital  terima kasih octo mobile,"['memudahkan', 'sekali', 'cukup', 'dalam', 'genggam', 'bisa', 'melakukan', 'apa', 'saja', 'dengan', 'dunia', 'digital', 'terima', 'kasih', 'octo', 'mobile']","['memudahkan', 'genggam', 'dunia', 'digital', 'terima', 'kasih', 'octo', 'mobile']","['mudah', 'genggam', 'dunia', 'digital', 'terima', 'kasih', 'octo', 'mobile']"
1798,Cepat dan mudah,positif,1,cepat dan mudah,cepat dan mudah,"['cepat', 'dan', 'mudah']","['cepat', 'mudah']","['cepat', 'mudah']"
1799,Baik mudah operasional manfaat banyak,positif,1,baik mudah operasional manfaat banyak,baik mudah operasional manfaat banyak,"['baik', 'mudah', 'operasional', 'manfaat', 'banyak']","['mudah', 'operasional', 'manfaat']","['mudah', 'operasional', 'manfaat']"
1800,GoodðŸ‘ðŸ»,positif,1,goodðÿ‘ðÿ»,good ,['good'],['good'],['good']
1801,Bug Sy sdh berkali kali resend otp passcode nggak.muncul2 juga,negatif,-1,bug sy sdh berkali kali resend otp passcode nggak.muncul2 juga,bug sy sdh berkali kali resend otp passcode nggak muncul  juga,"['bug', 'sy', 'sdh', 'berkali', 'kali', 'resend', 'otp', 'passcode', 'nggak', 'muncul', 'juga']","['bug', 'sy', 'sdh', 'berkali', 'kali', 'resend', 'otp', 'passcode', 'nggak', 'muncul']","['bug', 'sy', 'sdh', 'kali', 'kali', 'resend', 'otp', 'passcode', 'nggak', 'muncul']"
1802,"Ga jelas, ga bisa login Bolak balik ke cs percuma",negatif,-1,"ga jelas, ga bisa login bolak balik ke cs percuma",ga jelas  ga bisa login bolak balik ke cs percuma,"['ga', 'jelas', 'ga', 'bisa', 'login', 'bolak', 'balik', 'ke', 'cs', 'percuma']","['ga', 'ga', 'login', 'bolak', 'cs']","['ga', 'ga', 'login', 'bolak', 'cs']"
1803,Baru pertama x gunanakan c Semoga bermanfaat bis membantu dn bunganya jangan tingggiÂ² ya..,netral,0,baru pertama x gunanakan c semoga bermanfaat bis membantu dn bunganya jangan tingggiâ² ya..,baru pertama x gunanakan c semoga bermanfaat bis membantu dn bunganya jangan tingggi  ya ,"['baru', 'pertama', 'x', 'gunanakan', 'c', 'semoga', 'bermanfaat', 'bis', 'membantu', 'dn', 'bunganya', 'jangan', 'tingggi', 'ya']","['x', 'gunanakan', 'c', 'semoga', 'bermanfaat', 'bis', 'membantu', 'dn', 'bunganya', 'tingggi', 'ya']","['x', 'gunanakan', 'c', 'moga', 'manfaat', 'bis', 'bantu', 'dn', 'bunga', 'tingggi', 'ya']"
1804,Izin bertanya apakah octo mobile bisa langsung dihack saat ada yang mengirimkan file .APK karena di WA masih tersetting semua file tersimpan?,positif,1,izin bertanya apakah octo mobile bisa langsung dihack saat ada yang mengirimkan file .apk karena di wa masih tersetting semua file tersimpan?,izin bertanya apakah octo mobile bisa langsung dihack saat ada yang mengirimkan file  apk karena di wa masih tersetting semua file tersimpan ,"['izin', 'bertanya', 'apakah', 'octo', 'mobile', 'bisa', 'langsung', 'dihack', 'saat', 'ada', 'yang', 'mengirimkan', 'file', 'apk', 'karena', 'di', 'wa', 'masih', 'tersetting', 'semua', 'file', 'tersimpan']","['izin', 'octo', 'mobile', 'langsung', 'dihack', 'mengirimkan', 'file', 'apk', 'wa', 'tersetting', 'file', 'tersimpan']","['izin', 'octo', 'mobile', 'langsung', 'dihack', 'kirim', 'file', 'apk', 'wa', 'tersetting', 'file', 'simpan']"
1805,"Event usd ga dikasih rewardnya dan eventnya Pemberi Harapan Palsu dan disuruh tunggu sampai tgl tertentu dan dolar saya dipotong lagi untuk tabungan dolar bulanan, rewardnya saya ga dikasih dan biaya bulanan 2.5usd dipotong. Pokoknya jangan nabung usd di cimb banyak ruginya dan banyak biaya. Penutupan rek dollar kena 5usd. Jual beli dollar juga jelek ratenya di octo cimb usd. Gak rekomended utk jual beli dollar disini. Ini pengalaman saya.",negatif,-1,"event usd ga dikasih rewardnya dan eventnya pemberi harapan palsu dan disuruh tunggu sampai tgl tertentu dan dolar saya dipotong lagi untuk tabungan dolar bulanan, rewardnya saya ga dikasih dan biaya bulanan 2.5usd dipotong. pokoknya jangan nabung usd di cimb banyak ruginya dan banyak biaya. penutupan rek dollar kena 5usd. jual beli dollar juga jelek ratenya di octo cimb usd. gak rekomended utk jual beli dollar disini. ini pengalaman saya.",event usd ga dikasih rewardnya dan eventnya pemberi harapan palsu dan disuruh tunggu sampai tgl tertentu dan dolar saya dipotong lagi untuk tabungan dolar bulanan  rewardnya saya ga dikasih dan biaya bulanan  usd dipotong  pokoknya jangan nabung usd di cimb banyak ruginya dan banyak biaya  penutupan rek dollar kena  usd  jual beli dollar juga jelek ratenya di octo cimb usd  gak rekomended utk jual beli dollar disini  ini pengalaman saya ,"['event', 'usd', 'ga', 'dikasih', 'rewardnya', 'dan', 'eventnya', 'pemberi', 'harapan', 'palsu', 'dan', 'disuruh', 'tunggu', 'sampai', 'tgl', 'tertentu', 'dan', 'dolar', 'saya', 'dipotong', 'lagi', 'untuk', 'tabungan', 'dolar', 'bulanan', 'rewardnya', 'saya', 'ga', 'dikasih', 'dan', 'biaya', 'bulanan', 'usd', 'dipotong', 'pokoknya', 'jangan', 'nabung', 'usd', 'di', 'cimb', 'banyak', 'ruginya', 'dan', 'banyak', 'biaya', 'penutupan', 'rek', 'dollar', 'kena', 'usd', 'jual', 'beli', 'dollar', 'juga', 'jelek', 'ratenya', 'di', 'octo', 'cimb', 'usd', 'gak', 'rekomended', 'utk', 'jual', 'beli', 'dollar', 'disini', 'ini', 'pengalaman', 'saya']","['event', 'usd', 'ga', 'dikasih', 'rewardnya', 'eventnya', 'pemberi', 'harapan', 'palsu', 'disuruh', 'tunggu', 'tgl', 'dolar', 'dipotong', 'tabungan', 'dolar', 'bulanan', 'rewardnya', 'ga', 'dikasih', 'biaya', 'bulanan', 'usd', 'dipotong', 'pokoknya', 'nabung', 'usd', 'cimb', 'ruginya', 'biaya', 'penutupan', 'rek', 'dollar', 'kena', 'usd', 'jual', 'beli', 'dollar', 'jelek', 'ratenya', 'octo', 'cimb', 'usd', 'gak', 'rekomended', 'utk', 'jual', 'beli', 'dollar', 'pengalaman']","['event', 'usd', 'ga', 'kasih', 'rewardnya', 'eventnya', 'beri', 'harap', 'palsu', 'suruh', 'tunggu', 'tgl', 'dolar', 'potong', 'tabung', 'dolar', 'bulan', 'rewardnya', 'ga', 'kasih', 'biaya', 'bulan', 'usd', 'potong', 'pokok', 'nabung', 'usd', 'cimb', 'rugi', 'biaya', 'tutup', 'rek', 'dollar', 'kena', 'usd', 'jual', 'beli', 'dollar', 'jelek', 'ratenya', 'octo', 'cimb', 'usd', 'gak', 'rekomended', 'utk', 'jual', 'beli', 'dollar', 'alam']"
1806,Mudah dan simple,positif,1,mudah dan simple,mudah dan simple,"['mudah', 'dan', 'simple']","['mudah', 'simple']","['mudah', 'simple']"
1807,Sangat mudah....muantap lah......,positif,1,sangat mudah....muantap lah......,sangat mudah muantap lah ,"['sangat', 'mudah', 'muantap', 'lah']","['mudah', 'muantap']","['mudah', 'muantap']"
1808,"Popppppppp . . .. .,......? ,. P mi p",netral,0,"popppppppp . . .. .,......? ,. p mi p",popppppppp           p mi p,"['popppppppp', 'p', 'mi', 'p']","['popppppppp', 'p', 'mi', 'p']","['popppppppp', 'p', 'mi', 'p']"
1809,"Praktis,mudah,oke",positif,1,"praktis,mudah,oke",praktis mudah oke,"['praktis', 'mudah', 'oke']","['praktis', 'mudah', 'oke']","['praktis', 'mudah', 'oke']"
1810,Sangat puas,positif,1,sangat puas,sangat puas,"['sangat', 'puas']",['puas'],['puas']
1811,"kenapa gak bisa dibukak,",negatif,-1,"kenapa gak bisa dibukak,",kenapa gak bisa dibukak ,"['kenapa', 'gak', 'bisa', 'dibukak']","['gak', 'dibukak']","['gak', 'dibukak']"
1812,"Admin, rekening ponsel saya blm terhubung ke Octo mobile, caranya gimana...?",netral,0,"admin, rekening ponsel saya blm terhubung ke octo mobile, caranya gimana...?",admin  rekening ponsel saya blm terhubung ke octo mobile  caranya gimana ,"['admin', 'rekening', 'ponsel', 'saya', 'blm', 'terhubung', 'ke', 'octo', 'mobile', 'caranya', 'gimana']","['admin', 'rekening', 'ponsel', 'blm', 'terhubung', 'octo', 'mobile', 'gimana']","['admin', 'rekening', 'ponsel', 'blm', 'hubung', 'octo', 'mobile', 'gimana']"
1813,Bagus&cepat,positif,1,bagus&cepat,bagus cepat,"['bagus', 'cepat']","['bagus', 'cepat']","['bagus', 'cepat']"
1814,Good,positif,1,good,good,['good'],['good'],['good']
1815,Mantap ðŸ‘,positif,1,mantap ðÿ‘,mantap  ,['mantap'],['mantap'],['mantap']
1816,"Mantap, pengiriman cepat",positif,1,"mantap, pengiriman cepat",mantap  pengiriman cepat,"['mantap', 'pengiriman', 'cepat']","['mantap', 'pengiriman', 'cepat']","['mantap', 'kirim', 'cepat']"
1817,gratis biaya adm utk transfer ke bank lain,positif,1,gratis biaya adm utk transfer ke bank lain,gratis biaya adm utk transfer ke bank lain,"['gratis', 'biaya', 'adm', 'utk', 'transfer', 'ke', 'bank', 'lain']","['gratis', 'biaya', 'adm', 'utk', 'transfer', 'bank']","['gratis', 'biaya', 'adm', 'utk', 'transfer', 'bank']"
1818,Ok,netral,0,ok,ok,['ok'],['ok'],['ok']
1819,Mantull... Cepat aman,positif,1,mantull... cepat aman,mantull  cepat aman,"['mantull', 'cepat', 'aman']","['mantull', 'cepat', 'aman']","['mantull', 'cepat', 'aman']"
1820,"Saat ini aplikasi nya lancar dan sangat memudahkan buat saya yg jualan online, plusnya TF kemana gratis ðŸ˜ŠðŸ˜Š",positif,1,"saat ini aplikasi nya lancar dan sangat memudahkan buat saya yg jualan online, plusnya tf kemana gratis ðÿ˜šðÿ˜š",saat ini aplikasi nya lancar dan sangat memudahkan buat saya yg jualan online  plusnya tf kemana gratis  ,"['saat', 'ini', 'aplikasi', 'nya', 'lancar', 'dan', 'sangat', 'memudahkan', 'buat', 'saya', 'yg', 'jualan', 'online', 'plusnya', 'tf', 'kemana', 'gratis']","['aplikasi', 'nya', 'lancar', 'memudahkan', 'yg', 'jualan', 'online', 'plusnya', 'tf', 'kemana', 'gratis']","['aplikasi', 'nya', 'lancar', 'mudah', 'yg', 'jual', 'online', 'plus', 'tf', 'mana', 'gratis']"
1821,sangat membantu sekaliiii,positif,1,sangat membantu sekaliiii,sangat membantu sekaliiii,"['sangat', 'membantu', 'sekaliiii']","['membantu', 'sekaliiii']","['bantu', 'sekaliiii']"
1822,Keren,positif,1,keren,keren,['keren'],['keren'],['keren']
1823,Mantapppp. Saya puas,positif,1,mantapppp. saya puas,mantapppp  saya puas,"['mantapppp', 'saya', 'puas']","['mantapppp', 'puas']","['mantapppp', 'puas']"
1824,Bank terburuk yang pernah saya pakai. Saya melakukan pembayaran ke merchant melalui QRIS tp sampai sekarang statusnya masih pending & juga belum di teruskan ke merchant. Padahal sudah 3 minggu tapi belum juga terselesai kan. Pihak bank juga selalu berbelit-belit dan belum ada penyelesaian ðŸ˜‘,negatif,-1,bank terburuk yang pernah saya pakai. saya melakukan pembayaran ke merchant melalui qris tp sampai sekarang statusnya masih pending & juga belum di teruskan ke merchant. padahal sudah 3 minggu tapi belum juga terselesai kan. pihak bank juga selalu berbelit-belit dan belum ada penyelesaian ðÿ˜‘,bank terburuk yang pernah saya pakai  saya melakukan pembayaran ke merchant melalui qris tp sampai sekarang statusnya masih pending   juga belum di teruskan ke merchant  padahal sudah   minggu tapi belum juga terselesai kan  pihak bank juga selalu berbelit belit dan belum ada penyelesaian  ,"['bank', 'terburuk', 'yang', 'pernah', 'saya', 'pakai', 'saya', 'melakukan', 'pembayaran', 'ke', 'merchant', 'melalui', 'qris', 'tp', 'sampai', 'sekarang', 'statusnya', 'masih', 'pending', 'juga', 'belum', 'di', 'teruskan', 'ke', 'merchant', 'padahal', 'sudah', 'minggu', 'tapi', 'belum', 'juga', 'terselesai', 'kan', 'pihak', 'bank', 'juga', 'selalu', 'berbelit', 'belit', 'dan', 'belum', 'ada', 'penyelesaian']","['bank', 'terburuk', 'pakai', 'pembayaran', 'merchant', 'qris', 'tp', 'statusnya', 'pending', 'teruskan', 'merchant', 'minggu', 'terselesai', 'bank', 'berbelit', 'belit', 'penyelesaian']","['bank', 'buruk', 'pakai', 'bayar', 'merchant', 'qris', 'tp', 'status', 'pending', 'terus', 'merchant', 'minggu', 'selesai', 'bank', 'belit', 'belit', 'selesai']"
1825,Aplikasi lag,negatif,-1,aplikasi lag,aplikasi lag,"['aplikasi', 'lag']","['aplikasi', 'lag']","['aplikasi', 'lag']"
1826,áœ¶.,negatif,-1,áœ¶., ,[],[],[]
1827,Sangat mudah utk transakssi,positif,1,sangat mudah utk transakssi,sangat mudah utk transakssi,"['sangat', 'mudah', 'utk', 'transakssi']","['mudah', 'utk', 'transakssi']","['mudah', 'utk', 'transakssi']"
1828,Good,positif,1,good,good,['good'],['good'],['good']
1829,Ok gampang,positif,1,ok gampang,ok gampang,"['ok', 'gampang']","['ok', 'gampang']","['ok', 'gampang']"
1830,Sngat baik,positif,1,sngat baik,sngat baik,"['sngat', 'baik']",['sngat'],['sngat']
1831,Capek bgt pake apk ini .. setiap mau pake gabisa buat login .. error' terus.. harus berpuluh x nyoba buat bisa login..,negatif,-1,capek bgt pake apk ini .. setiap mau pake gabisa buat login .. error' terus.. harus berpuluh x nyoba buat bisa login..,capek bgt pake apk ini   setiap mau pake gabisa buat login   error  terus  harus berpuluh x nyoba buat bisa login ,"['capek', 'bgt', 'pake', 'apk', 'ini', 'setiap', 'mau', 'pake', 'gabisa', 'buat', 'login', 'error', 'terus', 'harus', 'berpuluh', 'x', 'nyoba', 'buat', 'bisa', 'login']","['capek', 'bgt', 'pake', 'apk', 'pake', 'gabisa', 'login', 'error', 'berpuluh', 'x', 'nyoba', 'login']","['capek', 'bgt', 'pake', 'apk', 'pake', 'gabisa', 'login', 'error', 'puluh', 'x', 'nyoba', 'login']"
1832,Login m banking ga bisa2 ðŸ˜­ðŸ˜­,negatif,-1,login m banking ga bisa2 ðÿ˜­ðÿ˜­,login m banking ga bisa   ,"['login', 'm', 'banking', 'ga', 'bisa']","['login', 'm', 'banking', 'ga']","['login', 'm', 'banking', 'ga']"
1833,tidak ada kendala,positif,1,tidak ada kendala,tidak ada kendala,"['tidak', 'ada', 'kendala']",['kendala'],['kendala']
