"Content","Sentiment","Label"
"Saya mau daftar untuk pertama kalinya kenapa tidak bisa malah ada pemberitahuan bahwa saya sudah terdaftar, maksudnya gimana? Saya sebelumnya sama sekali belum pernah daftar rekening cimb niaga","negatif","-1"
"FYI belum bisa bayar pajak kendaraan dikarenakan untuk kolom figit kode billing kurang 1 digit, harusnya 16 digit tapi di kolom kode billing 15 digit","positif","1"
"Sangat mudah di gunakan dan membantu","positif","1"
"Ok","netral","0"
"Simpel... mantab dfh pokoknya..ðŸ‘ðŸ‘ðŸ‘ðŸ‘","positif","1"
"Mudah digunakan ðŸ‘ðŸ‘ðŸ‘","positif","1"
"Luar biasa joooossss","positif","1"
"Mantul","positif","1"
"Buat transfer cepat dan g ribet dah gitu free admin lagi.....","positif","1"
"Susah banget untuk login , baru aja klik app nya sedetik langsung close belom sempat klik apaÂ² , pake cara uninstal-install-uninstal ngga ngefek jga Dan kondisi ini SDH berhariÂ²","negatif","-1"
"Gimana si saya sudah buat rekening daftar2 suruh kirim sms tapi kok gagal trs pas ngecek ponsel sumpah gajelas banget","negatif","-1"
"Rakus Sekali, setiap mau login ke akun pakai pulsa terus.","negatif","-1"
"Layanan yg sangat bagus dan mudah","positif","1"
"Nomer saya di blokir,padahal saya gk pernah nabung di niaga, apa sih niaga ini, gk jelas","negatif","-1"
"Maaf bosku setelah di perbaharui knp pas masuk keluar lagi keluar lagi ,,akses tidak dapat di proses","negatif","-1"
"Yang pakai apk ini mending pindah sea bank. Octo saved harus ngebdap saldo 50k. Wah ga bisa habis saldo nya parah mngamal cuy","negatif","-1"
"Semakin mudah","positif","1"
"sangat amat tidak bersahabat ðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž, sangat heran padahal mobile banking lainya aman jaya. sistem keamanan OCTA jelek","negatif","-1"
"saya agak kecewa. gk bisa menggunakan aplikasi mobile nya. padahal saya udah update trus udah uninstal smp saya instal ulang. ini gmn ya jalan keluarnya. saya sudah ke bank, katanya saat ni blm bisa. harus pake internet banking,, apakah hanya saya aja yg gk bisa menggunakan mobile banking atau semua pengguna mobilbanking cimb? mohon penjelasannya. terimakasih.","negatif","-1"
"error terus gak jelas","negatif","-1"
"Sangat memudahkan bertransaksi dimana saja, dgn berbagai fasilitas yang disediakan. Sangat membantu dalam mengelola keuangan.","positif","1"
"Proses cepat dan aman","positif","1"
"Ini kenapa ya aplikasi gak bjsa dibuka udah berulanh kali instal dan uninstall tetap gak.bjsa masuk niat buat apljkasi gak ya","negatif","-1"
"Ketika login menggunakan user id muncul tulisan pascode telah dikirim, akan tetapi saya cek tidak ada masuk code sama sekali","positif","1"
"Kalau menurut ku ini sih aplikasi SAMPAH, apk forclose, runing apk juga berat njir berasa pakai hp internal 1Gb.","negatif","-1"
"Mantul","positif","1"
"Mantap sekali","positif","1"
"Mantap","positif","1"
"Ok","netral","0"
"Bagus pokoknya","positif","1"
"Ok.. mantap","positif","1"
"Lah kok jadi kaya gini ya skr login malah keluar notice "" permintaan anda tidak bisa diproses "" dan ada keterangan NULL jadi aneh OCTO","negatif","-1"
"Mau buka rekening tabungan sulitnya minta ampun, nomer katanya sudah terdaftar, utk membuka blokir gak bisa lewat CS online, di haruskan ke bank. Datang ke bank, CS nya hanya 2 meja dan itu pun hanya 1 CS yg melayani, sedangkan antrian panjang, hellooo mau buka rekening atau buka blokir harus libur kerja, skip cari bank lain yg flexible dan uninstall apk","negatif","-1"
"udah bagus sih, tapi kalo bisa kasih notifikasi setiap kali ada transaksi, biar nasabah tau ketika ada transaski keluar atau masuk tanpa harus membuka aplikasi","positif","1"
"Terbantu dengan OCTO mobile","positif","1"
"Aplikasi yg sangat membantu semua transaksi perbankan","positif","1"
"Perbaiki lagi dong Octo kualitasnya. Beberapa kali coba log in tetapi selalu bug dan ada notif permintaan anda tidak dapat di proses. Kalau kondisi sedang urgent benar-benar nggak bisa diandalkan...","negatif","-1"
"disitu ada notif kode telah dikirim tapi mana kode nya gamasuk di pesan ponsel saya","negatif","-1"
"Gak bisa daftar kocak, muncul data e-ktp invalid mulu","negatif","-1"
"Memudahkan sekali","positif","1"
"Sekarang bisa ubah pin kartu debit lewat aplikasinya","negatif","-1"
"Aplikasi tidak dapat di buka, sering force close, parah","negatif","-1"
"Ko nomer verifikasi ga muncul muncul ya udah 2 hari coba tapi ga muncul","negatif","-1"
"Betul review orang2... AplikAsi GA BISA DIGUNAKAN.. Mau buka baru tiba2 null kluar sendiri.. Tidak bisa digunakan di perangkat... Lbh baek pake aplikasi laen.. Ga ruwet spt ini","negatif","-1"
"Lebih nyaman transaksi lewat aplikasi ini !!!! .... Eg harus report ke mesin ATM untuk transaksi antar bank cukup lewat aplikasi ini terimakasih layanan bank CIMB niaga","positif","1"
"Bagus","positif","1"
"Menu nya informatif dan tidak kena biaya saat transfer antar bank","positif","1"
"Sangat membantu dan simple... thanks cimb niaga.... Update hari ini : Kwalitas aplikasi buruk, gk bisa di gunakan force close terus... Padahal awal pakai dulu sangat bagus, kecewa dg Octo Mobile... Gk bisa di gunakan di versi terakhir ini... Tolong si perbaiki segera...","negatif","-1"
"Makasih min,proses juga cepat","positif","1"
"Kirain aplikasi saya doang yg bermasalah, rataÂ² semua sama force closed, blank, permintaan null. Tolong dong pihak cimb memperbaiki aplikasi na, krna mau aktifitas di octo terhambat.","negatif","-1"
"Sudah cukup bagus","positif","1"
"Ok servuce nya","positif","1"
"Bagus sangat membantu","positif","1"
"Mantap mempermudah segala transaksi keuangan","positif","1"
"Sangat buruk. Tidak bisa dibuka. Ayo dong perbaiki aplikasinya. Percuma diupdate klo tdk ada perubahan. Msh menyulitkan penggunanya ðŸ™ðŸ»","negatif","-1"
"Pelayanannya tambah baik saya suka saya sukaa ðŸ‘","positif","1"
"Kenapa tiba-tiba logout sendiri padahal jaringan aman saja dan tidak pencet atau ketik apapun. Tolong di perbaiki apk nya.","negatif","-1"
"Memudahkan kami","positif","1"
"Sering kluar sendiri","negatif","-1"
"bikim rekening online gabisa terus","negatif","-1"
"aplikasinya bagus","positif","1"
"Aplikasi yang bagus dalam transaksi, dll","positif","1"
"Saya sudah mendaftar buka rekening melalui ponsel.tapi tidak bisa upgrade ke rekening.diaplikasi dikatakan KTP invalid. Gak ngerti..kok bisa brkali2 coba gk bisa.padahal itu KTP resmi dari DuKcapil. Tolong untuk aplikasi ini..Dengan ini saya menyatakan bahwa Saya tidak pernah ada rekening apk Octo mobile CIMB Niaga.dan transaksi apapun.Mohon data saya yg telah terkirim di hapus.agar tidak digunakan oleh pihak yg tidak bertanggung jawab.","negatif","-1"
"Mempermudah transaksi gratis.","positif","1"
"Not Recommeded for Mobile M-banking (octo mobile)","negatif","-1"
"Apk bodoh verifikasi GK dapet SMS malah id ku yg di blokir, punya otak GK sih pengen nginjek gua","negatif","-1"
"Bagus","positif","1"
"Kereeeennnn","positif","1"
"Joss mantabb","positif","1"
"Sangat responsif dan cepat","positif","1"
"Hati hati aja kalau jadi nasabah cimb niaga, orang gak mau terima kartu kredit di telepon terus tiap hari, seolah olah harus Terima kartu kredit","negatif","-1"
"gimana ini, kirim pascode g masuk2, sblm update ada fitur login pake finger, makin sini makin payaaaahhh.","negatif","-1"
"Mantap bestie","positif","1"
"SANGAT MEMUASKAN","positif","1"
"Setelah update kok malah lemot sekali masuknya duh bukannya makin baik malah jadi lemot parah, bagaimana ini?","positif","1"
"Bagus","positif","1"
"Mohon maaf kenapa rekening ponsel,tidak keluar SMS 4 d*g*t...apakah sedang gangguan, kayaknya gangguannya sering lama.trerimakasih","netral","0"
"Baru buka rekening eh, mau login pakai passcode tapi passcode nya ngga dikirim"" nyoba dari jam 8 an malam sampai 10 lebih juga gada kejelasan dari cs apk Twitter","negatif","-1"
"Semoga semakin banyak kasi promo"" yaa","positif","1"
"Satu kata ,apk jellek bngt","negatif","-1"
"Mudah d pahami. Mantap","positif","1"
"Aplikasinya bagus","positif","1"
"Bikin melarat tutup buku rekening & uninstall","negatif","-1"
"Tolong dong ini Gimana saya baru Download aplikasi ini Kok ada bacaan Tidak dapat di proses padahal baru banget di download","negatif","-1"
"Aplikasi gak bisa dipake Login juga gak bisa","negatif","-1"
"Nice app","positif","1"
"Senang memakai karna cepat dan gampang aman.","positif","1"
"sebenrnya niat tidak buat aplikasi mobile banking, masuk aja susahnya minta ampun","negatif","-1"
"Gacooor","positif","1"
"Keren","positif","1"
"Selama ini sangat baik","positif","1"
"Ternyata banyak juga yg sama Octo setelah update sering close sendiri tolong diperbaiki!","negatif","-1"
"Asli mobile apps nya nyaman","positif","1"
"Worked","positif","1"
"Tidak bisa login keterangan ""permintaan anda tidak dapatdl di proses"". Mohon maaf saat ini perangkat anda tidak bisa mengakses OCTO Mobile info lebih lanjut. 14041. Sudah telpon dapat no tiket,, masalah belum selesai dapat notif masalah anda sudah teratasi no tiket di tutup. Hadeeehh..","negatif","-1"
"Aplikasi sering nutup dan heng di hp","negatif","-1"
"Kok di hp Oppo a53s gak bisa ke buka yah","negatif","-1"
"Ok","netral","0"
"Mantep","positif","1"
"Tampilannya memudahkan, dan cara cek saldonya mudah. Semoga Allah mudahkan kita untuk bermuamalah sesuai syariah","positif","1"
"Makin cepat pelayanannya..","positif","1"
"Mantafff","positif","1"
"Ok","netral","0"
"Sangat bagus","positif","1"
"Gak bisa login .udah masuk mental lagi","negatif","-1"
"Tolong Di Perbaikan untuk Log in melalui aplikasi nya, dan bahkan Sistem Transfer melalui Octo Clicks tidak dapat di Gunakan atau bermasalah.","negatif","-1"
"Ga jelas","negatif","-1"
"Saya baru saja menginstall dan membuka rekening ponsel baru. Data-data yang diperlukan sudah saya isi secara sesuai, bahkan saya sudah mendapat email verifikasi tentang pembukaan dan upgrage akun yang berhasil. Namun ketika akan login menggunakan user id, muncul notif passcode telah dikirim. Namun tidak pernah masuk/saya terima","negatif","-1"
"Apk ga guna passcode ga munculÂ², butut","negatif","-1"
"Aplikasi nya bagus jadi gampang buat trasfer","positif","1"
"Ok","netral","0"
"Sangat baik","positif","1"
"Aplikasi berat,kelamaan loading","negatif","-1"
"Salam sejatra semua silahkan dilanjutkan trimakasih Dede Haryanto dari Bandung Jawa barat indonesia","positif","1"
"Cepat dan mempermudah pembayaran","positif","1"
"RUDETT PASCODE"" TEU MARUNCUL MALAH SALAH PASCODEEE TIDAK BERHASIL RUDETT BOSSS.UPDATE LAGI SUPAYA BISA DI MENGERTI","negatif","-1"
"Aplikasi nya suka forclose","positif","1"
"Sudah berkali-kali coba tidak bisa login Semoga lekas diatasi agar mempermudah nasabah","negatif","-1"
"Sangat memuaskan..","positif","1"
"Ok","netral","0"
"GACOR OCTO MOBILEEEE","positif","1"
"ribet ya bikinnya dan gak bisa buka aplikasi hebat bener aplikasinya ðŸ˜‡","negatif","-1"
". Pornco","negatif","-1"
"Kesini sini kok makin ngaco yaa OCTO, saat akun masuk langsung blank dan begitu tampil ada keterangan Null jadi tidak bisa digunakan. Tolong di perbaiki lagi, ngebug terus. terima kasih!","negatif","-1"
"Cepat","positif","1"
"sangat mudah cara pakainya","positif","1"
"Setelah di update, di menu rekening saya, yg tadinya ada beberapa no rekening dan no kartu kredit.. Jadi hilang no kartu kredit nya jadi susah mantau tagihan kartu kredit nya","negatif","-1"
"Percuma download tapi ga bisa digunakan, Handphone beli dari baru dan sebelumnya bisa digunakan aplikasi nya setelah di-update malah ga bisa log in dengan alasan perangkat sudah di Oprek..hadeuuuhhh menyebalkan","negatif","-1"
"Trims","positif","1"
"Login aja susah minta kode sms tapi gapernah ada kode","negatif","-1"
"Semoga maju terus CIMB niaga dan di tunggu banyak hadiah x","positif","1"
"Lagi butuh mau ambil uang g muncul2 otp nya.kesel........g kyk yg kmarin2.pake pulsa lagi""kuno","negatif","-1"
"SANGAT membantu","positif","1"
"Sangat bagus utk proses perbankan .. cepat sekali .. terima kasih ...","positif","1"
"Ok","netral","0"
"apk sering berhenti tidak berjalan","negatif","-1"
"Serbaguna","positif","1"
"Mantap","positif","1"
"Ayooo dong benerin sistem app nya dong masak nasabah setia dari 2018 sampe skrng tp aplikasi nya susah di buka. Jgn sampai banyak orang pindah ke bank lain, yok bisa bank CIMB NIAGA","negatif","-1"
"Sangat mudah dan cepat thnk u Cimb","positif","1"
"Aplikasi nya berat padahal hpku ram 6, dan m-banking yg lain aman2 aja.","negatif","-1"
"Kalau mau buka aplikasi Octo suka ketutup sendiri . Payah","negatif","-1"
"Top mantab is the best","positif","1"
"Promosi makanan dan minuman, service motor menggunakan Octo mobile minta di adakan","netral","0"
"Bagus cuma rada ngelag","positif","1"
"Tolong lebih di tingkatkan LG ðŸ‘Œ","positif","1"
"Sangaat membantu,,terimakasih â¤ï¸","positif","1"
"Good","positif","1"
"Sangat membantu sekali dalam mempermudah transaksi","positif","1"
"Awalnya sy lancar2 pake aplikasi ini tp kanpa akhir2 ini tiba2 jailbreak/root tau2 aplikasi tdk bs dibuka ... berkali2 ... jdi susah mau pake nya ... ini sdh kesekian kali sy hrs download ulang n msh tdk bs dibuka alias muncul tulisan jailbreak/root... sementara ksih rating 1 .. kecewa bngts dah ngga bs download ... mslah tetap sama ... tdk ad perubahan ... mhn maaf terpaksa sy uninstal apl ini utk sementara wktu .. sdh dtng ke cust serv jg tdk ad hasil ... paraaaahhhhhhhh","negatif","-1"
"Bagus","positif","1"
"Ntaaaaaaps","positif","1"
"Bayar kartu kredit tidak Pernah telat tapi tetap kena charge ALASAN NYA CUMAN BILANG MAAF KARENA KESALAHAN SISTEM Jangan sekali2 pakai CRedit card cimb ini LAGII","negatif","-1"
"Mudah digunakan & banyak fitur yg membantu aktifitas transaksi","positif","1"
"Sangat membantu memudahkan transaksi","positif","1"
"Good lah","positif","1"
"Jos gandos","positif","1"
"Aman saja bagus aja. Tks","positif","1"
"Good application","positif","1"
"Aplikasi sampe di update ,hp di restart lg tp tetap aj error..!!! Tolong perbaiki kembali lah,,,masih aj kendala gak bisa masuk/login ke apk...minta bintang lebih tapi gk ada tanggapan yg relevan klu ada yg comolain ðŸ˜¥ðŸ˜”","negatif","-1"
"siippp....","positif","1"
"M banking terkonyol udh bner id nya malah ke blokir","negatif","-1"
"memudahkan","positif","1"
"ðŸ‘","positif","1"
"Sangat pintar","positif","1"
"Keren sih, tabku aja bisa konek mbanking","positif","1"
"Apa ini","netral","0"
"maaf kasih rating rendah,skrng m banking semakin ancur dah,mau login selalu layar hitam dan keluar sendirinya udh di uninstal masih aja malah lebih parah..sprtnya udh banyak komplain dr nasabah tp kok gak ada review perbaikan sih..trims","negatif","-1"
"Alhamdulillah","positif","1"
"Parah nih Bank CIMB Niaga Bank paling ngaco yang pernah saya pakai.","negatif","-1"
"Minta password koq gak dikirim2","negatif","-1"
"Aplikasi ini sangat cocok digunakan untuk permainan di Indonesia","positif","1"
"Octo mobil apk sangat berguna","positif","1"
"Was was dengan apk ini TF nominal kecil 50-500k langsung terkirim sedangkan nominal gede 2,8jt sedang proses saya coba TF nominal 50k lagi langsung terkirim chat cs nunggu kabar selanjutnya tapi sampai skrng ga ada kabar chat saya juga ga dibales saya kasih bintang 1 kecewa banget padahal fitur ma oke simpel dan bnyk event tapi kalau kyk gini ga ada respon gue kasih bintang 5 kalau uang saya balik","negatif","-1"
"Di download nggk bisa di pake, karena setiap mau masuk di keluari terus dr aplikasi,,kecewa Malahan udah di unistal terus di install kembali, tetap sama aja","negatif","-1"
"Gak bisa login, SMS verifikasi gak munculÂ². Aplikasi mobile banking dari Bank lain gak ada masalah, cuma Octo mobile CIMB niaga ini aja","negatif","-1"
"Mudah digunakan, suka sekali. Mantap","positif","1"
"Simple","positif","1"
"Aplikasi octo mobile nya sering keluar sendiri min, kirain cuma saya yg mengeluh ternyata sudah banyak disini yg mengeluhkan masalah yg sama","negatif","-1"
"Mantab Selalu","positif","1"
"Ok","netral","0"
"Banyak gratis nya.. sukaa","positif","1"
"Ok","netral","0"
"Makin serung update makin banyak eror + makin gk guna","negatif","-1"
"Transfer sering gagal, padahal sinyal bagus","negatif","-1"
"Loading masih lambat ga kaya bank lain","negatif","-1"
"Terimakasih CIMB sudah responsif","positif","1"
"Sampai sejauh ini sih di OS android stock hp saya gak ada masalah & per-hari ini saya tulis ulasan saya ,aplikasi belum saya update lg Krn saat posting ini di play store minta update....soalnya takut error ðŸ˜ðŸ˜„ðŸ˜…ðŸ˜‚ðŸ˜†ðŸ¤£ apalagi pas baca ulasan dr pengguna yg lain","netral","0"
"Mudah & respon cepat","positif","1"
"Pokoke mantaaao ðŸ‘ðŸ‘ðŸ‘","positif","1"
"Bagus","positif","1"
"Aplikasi yg sangat bagus... Memudahkan transaksi ðŸ‘ðŸ‘ðŸ‘","positif","1"
"Mantap","positif","1"
"Login saja sudah tidak bisa, lewat web bisa.. Niat buat aplikasi apa tidak?","negatif","-1"
"sdh sangat bagus dan banyak membantu,cuman channel pembayaran lainnya harus banyak ditingkatkan misalnya pembayaran di pelabuhan","positif","1"
"Mau daftar tidak bisa masuk beranda. Setiap buka aplikasi langsung notif ""mohon maaf, saat ini perangkat Anda belum dapat digunakan untuk mengkases OCTO Mobile. Info lebih lanjut: 141041"" kenapa tuh?","negatif","-1"
"Ketua","netral","0"
"ðŸ‘ŽðŸ‘ŽðŸ‘Ž","negatif","-1"
"Bagus saya suka","positif","1"
"Gabisa buka udh laporan via e-mail dan udh 1 bulan ga ada hasil","negatif","-1"
"Keren","positif","1"
